CTUID,Communities,Quadrant,total_weighted_CEI_Score,economic_opportunity_domain_score,accessibility_and_amenities_domain_score,population_health_domain_score,community_belonging_and_safety_domain_score,human_and_social_wellbeing_domain_score,climate_and_environment_domain_score,activity_limitation_relative_severity_perc,adult_litp,average_commute_time,average_transitscore,average_walkscore,children_perc,commute_transit_perc,commute_vehicle_perc,copd_agestd_perc,core_housing_owner_perc,core_housing_renter_perc,diabetes_agestd_perc,educ_no_cert_perc,first_generation_perc,flood_susceptibility,gender_income_ratio,income_inequality_ratio,indigenous_perc,land_surface_temp,lim_at_perc,mental_illness_agestd_perc,movers_1_year_ago,no_official_languages_perc,noise_pollution_score,park_area_perc,part_time_employment_perc,perceived_health_vg_excellent_perc,perceived_mental_vg_excellent_perc,person_crime_rate,physical_disorder_rate,population_in_poverty_perc,property_crime_rate,proximity_childcare,proximity_grocerystores,proximity_healthcare,proximity_library,proximity_neighbourhood_parks,proximity_pharmacies,proximity_primary_education,proximity_secondary_education,recent_immigration_perc,refugee_perc,regular_care_provider_yes_perc,renter_households_perc,second_generation_perc,seniors_65_perc,seniors_in_poverty_perc,seniors_living_alone_perc,sense_of_belonging_perc,single_parent_econ_dependency,single_parent_woman_perc,social_assistance_perc,social_disorder_rate,spatial_access_primary_secondary_education_transit,tree_canopy,tree_density,unemployment_rate_perc,voter_turnout_rate,working_poor_18to64_perc,youth_neet_perc
8250001.01,CANYON MEADOWS,SW,39.53,28.29,72.81,32.94,15.21,24.09,53.87,61.84,4.68,25.4,56.2,55.45,15,11.63,81.65,1.48,5.14,14.43,5.54,7.15,20.82,5,0.82,3.4,4.38,27.16,7.9,17.59,12.18,1.1,9.19,12.83,48.97,70.7,78.5,359.93,239.95,7.59,2339.53,0.18,0.02,0.03,0,0.29,0,0.1,0.05,2.82,2.1,98.6,24.29,21.11,17.2,0,17.14,57.1,33.4,13.65,3.4,4139.17,0.39,17.39,1090.89,10.89,52.07,6.48,13.64
8250001.02,LAKE BONAVISTA,SE,27.77,20.83,74.84,27.59,13.34,19.51,53.54,58.21,1.1,22.1,49.5,55.1,15.02,3.27,88.1,0.86,4.03,8,4.02,2.2,18.32,8.29,0.68,4.7,2.22,25.77,5.18,17.37,7.42,0.32,8.75,16.35,48.36,80.5,80.3,271.7,367.59,3.62,3484.1,0.08,0.05,0.06,0,0.4,0.01,0.1,0.04,1.56,1.31,91.6,15.72,21.86,27.8,1.91,20.83,63.2,15.4,5.56,0.41,3579.99,0.3,14.9,1074.68,11.85,52.08,3.21,7.2
8250001.03,"BONAVISTA DOWNS, LAKE BONAVISTA",SE,32.75,17.61,80.51,42.14,14.73,17.34,53.15,62.39,0.78,21.19,32.15,49.95,16.67,3.82,89.31,0.95,0,0,4.92,7.8,12.94,5.48,0.79,3.4,3.81,27.69,5.13,19.15,7.14,0.49,3.66,18.01,42.79,58.5,79.95,195.79,146.84,7.89,832.11,0.08,0,0.03,0,0.24,0,0.14,0,0,0,83.3,9.49,15.74,20.1,0,15.22,50,22.9,9.3,1.25,2692.12,0.21,13.61,982.08,8.25,53.02,3.85,12.82
8250001.04,QUEENSLAND,SE,42.14,27.68,78.67,52.71,16.77,24.55,51.12,63.94,2.88,25.78,33.6,41.05,15.14,6.32,87.59,1.78,5.8,12.82,6.94,9.58,20.9,7.18,0.81,3.4,4.77,26.39,7.21,20,7.38,0.81,4.66,25.56,48.54,58.5,71.53,522.62,234.28,8.12,1063.25,0.18,0.03,0.02,0,0.27,0,0.12,0.08,3.16,1.71,83.3,18.08,19.91,17.84,3.52,17.17,50,37.1,13.02,2.23,2378.81,0.21,14.03,953.6,11.61,49.43,5.3,13.21
8250001.05,LAKE BONAVISTA,SE,29.15,16.49,76.45,30.09,11.87,17.09,55.92,62.48,0.19,22.27,33.6,48.7,20.67,2.41,87.95,0.83,2.62,0,4.56,2.16,13.53,6.15,0.65,3.3,2.57,28.2,3.34,19.49,10.05,0.18,5.65,19.27,47.26,80.5,80.3,105.12,35.04,3.25,630.69,0.12,0,0.05,0,0.25,0,0.27,0.05,1.03,0.35,91.6,5.34,18.32,22.07,0,12.82,63.2,22.5,6.86,1.62,981.08,0.24,13.31,735.82,11,53.05,2.46,12.9
8250001.06,"FISH CREEK PARK, PARKLAND",SE,29.34,18.71,83.54,36.07,10.52,17.36,43.62,62.73,0.59,24,34,30.55,15.21,1.64,92.9,0.82,4.98,0,3.66,3.77,13.9,7.08,0.67,3.7,3.01,24.9,4.53,18.31,5.32,0,3.47,50.02,48.49,70.7,68.1,219.06,164.29,4.43,903.61,0.04,0,0.02,0,0.31,0,0.11,0.01,0.57,0.41,89.3,6.36,18.77,27.4,1.9,15.17,59,17.3,5.44,0.52,1697.7,0.19,19.41,515.31,9.2,58.5,2.63,10.81
8250001.07,"DEER RIDGE, FISH CREEK PARK",SE,45.49,35.19,77.49,47.02,15.67,28.08,51.2,62.55,4.89,24.06,32.4,48.7,17.9,5.61,88.05,1.65,6.09,23.19,6.45,10.17,22.47,7.42,0.83,3.5,4.71,26.36,10.26,21.74,11.45,0.61,6.95,43.33,47.06,70.7,68.1,763.36,339.27,9.69,1696.35,0.22,0.19,0.03,0,0.14,0.03,0.07,0.08,4.37,4.12,89.3,30.17,19.98,17.47,4.57,18.39,59,47.2,16.91,5.9,2629.35,0.21,12.42,590.69,15.24,50.96,5.57,18.1
8250001.08,"FISH CREEK PARK, MIDNAPORE",SE,44.69,32.82,79.14,47.94,13.21,27.94,47.08,64.97,4.82,25,45.6,50.95,15.68,5.88,87.96,1.52,6.06,27.94,5.79,6.78,22,7.34,0.84,3.6,4.49,25.37,9.98,20.04,11.95,0.93,4.43,48.04,48.8,53,73.69,642.77,428.52,8.15,2941.18,0.25,0.13,0.05,0,0.17,0,0.01,0.01,3.06,3.47,88.4,35.28,19.35,23.47,2.99,23.35,82.2,39.8,17.63,2.5,5044.8,0.22,15.14,500.99,13.15,46.39,6.14,13.04
8250001.09,"FISH CREEK PARK, WOODLANDS",SW,42.19,33.46,79.75,35.98,15.87,28.77,43.9,64.86,5.14,25.42,35.7,45,18.66,7.67,86.36,1.14,3.92,19.38,5.3,7.95,26.22,5.13,0.79,4.1,5.83,23.6,10.12,18.59,12.77,1.03,3.79,25.65,51.13,85.4,73.9,814.25,339.27,7.2,1407.97,0.16,0.04,0.05,0,0.24,0,0.06,0.02,2.83,2.4,85.3,28.21,21.42,20.87,1.21,17.89,62.4,57.3,13.93,3.85,3426.63,0.24,21.73,831.66,13.63,49.59,5.73,18.97
8250001.1,"DEER RUN, FISH CREEK PARK",SE,36.78,22.59,85.32,42.18,13.22,19.97,46.82,63.79,1.52,25.32,31.35,21.95,14.98,4.14,89.94,1.06,3.57,28.57,5.76,6.45,18.5,9.19,0.79,3.3,5.51,24.86,5.24,20.06,7.91,0.19,5.29,56.77,44.29,70.7,68.1,449.61,187.34,5.31,974.15,0.13,0.03,0.01,0,0.14,0.03,0.08,0,2.17,0,89.3,6.54,16.93,22.85,0,11.57,59,29.1,9.41,2.84,1161.48,0.15,13.67,413.48,9.89,53.25,4.31,8.82
8250001.11,13M,SW,43.28,32.2,75.39,47.58,20,25.33,60.76,64.94,4.21,25.81,35.6,25.45,14.4,8.73,81.63,1.59,6.72,15.66,5.82,5.62,26.29,12.69,0.81,3.6,4.6,24.04,7.89,19.87,13.7,1.2,7.17,3.52,50.4,53,75.19,1500.82,1048.52,8.99,13322.37,0.25,0.07,0.09,0,0.26,0.06,0.08,0.09,4.39,1.53,88.4,24.03,17.31,22.43,7.55,25.79,82.2,32.6,12.45,3.17,21895.56,0.3,7.19,462.69,13.37,45.69,5.83,13.79
8250001.13,WOODBINE,SW,40.35,29.25,78.91,35.54,13.43,25.6,53.27,65.19,3.07,26.92,35.75,58.15,17.21,6.23,89.51,1.07,3.85,22.92,5.56,5.3,27.62,6.94,0.8,3.4,5.41,25.33,7.15,17.77,8.7,1.12,4.88,10.35,47.15,85.4,73.9,335.12,134.05,5.07,1161.75,0.18,0.06,0.04,0,0.27,0,0.09,0.01,3.83,3.46,85.3,14.91,18.6,15.42,3.52,17.61,62.4,33.4,12.5,2.93,1586.24,0.22,12.4,1019.89,14.51,50.66,5.07,20.88
8250001.14,"CANYON MEADOWS, FISH CREEK PARK",SW,30.91,25.42,74.22,27.94,14.52,20.42,39.89,58.06,2.28,23.25,46.3,42.95,15.31,4.88,88.62,1.14,5.99,16,4.01,3.38,18.44,5.19,0.73,5.2,2.82,24.48,6.34,16.43,6.78,1.02,4.77,49.12,47.81,70.7,78.5,408.33,285.83,5.84,2817.48,0.1,0.11,0.03,0,0.24,0.03,0.14,0.15,0,1.43,98.6,13.07,22.99,21.84,0,20.59,57.1,26.5,8.39,0.83,3266.64,0.32,25.98,632.77,13.56,51.97,3.57,10.26
8250001.17,"FISH CREEK PARK, WOODBINE",SW,33.84,24.6,80.19,33.9,13.45,20.13,41.04,60.85,1.24,26.92,31.65,42.1,15.46,2.78,91.2,0.91,2.34,31.25,4.91,2.42,27.11,6.55,0.72,3.4,1.85,22.96,4.45,17.97,5.94,0.7,5.2,41.48,49.88,85.4,73.9,397.85,93.61,5.21,1263.75,0.17,0.08,0.04,0,0.36,0.02,0.07,0,2.67,2.11,85.3,4.94,20.51,24.82,1.44,13.4,62.4,25.6,5.8,1.16,1778.61,0.23,24.79,565.34,14.29,49.81,3.7,13
8250001.22,"FISH CREEK PARK, SUNDANCE",SE,32.84,16.97,83.69,33.17,10.78,17.73,44.75,63.53,1.24,25.36,35.55,20.45,16.56,5.93,88.54,0.83,3.37,0,5.02,3.91,19.73,9.2,0.64,3.4,3.53,24.67,4.79,16.72,7.61,0.61,5.05,58.55,46.94,78.4,66.1,147.2,98.14,4.26,785.08,0.18,0,0.05,0,0.26,0,0.03,0.02,1.71,1.96,94.2,5.94,18.51,17.42,0,7.75,74,21.7,5.88,0.62,1226.69,0.17,15.32,557.68,11.7,49.77,3.21,9.38
8250001.23,SUNDANCE,SE,31.88,19.77,78.66,31.62,13.48,16.24,56.14,61.14,1.31,25.54,41.1,38.7,19.45,4.32,88.65,0.84,2.67,21.43,4.93,3.08,19.48,10.78,0.58,4.1,3.11,25.97,4.71,17.67,7.59,0.65,5.97,11.88,48.13,66.9,78.1,162.18,291.92,4.09,1492.05,0.17,0.01,0.06,0,0.21,0,0.14,0.15,1.47,0,96.9,6.93,17.35,15.07,0,8.7,62.2,23.4,8.02,1.67,648.72,0.18,12.36,858.97,11.31,49.64,3.38,9.41
8250001.25,MILLRISE,SW,43.16,29.9,74.78,42.27,17,30.75,55.08,63.59,4.42,26.29,48.65,53.5,16.43,11.05,81.78,1.2,7.18,26.09,6.2,5.53,43.02,5.7,0.79,3.4,3.38,28.01,7.81,16.96,14.15,2.03,7.33,9.28,47.7,56.6,73.9,444.18,266.51,7.44,1909.98,0.2,0.05,0.06,0,0.28,0.02,0.04,0.05,8.94,4.58,91.5,23,18.92,16.06,5.03,32.66,65.2,29.7,10.79,2.75,2161.68,0.27,10.3,1746.6,11.73,43.17,5.6,13.25
8250001.28,SHAWNESSY,SW,45.06,30.17,72.82,36.79,17.18,29.43,53.63,64.55,7.05,29.2,59,62.55,16.73,15.61,79.48,1.28,3.08,22.95,5.78,7.22,40.48,6.11,0.81,3.2,5.06,28.03,7.95,17.12,12.18,2.17,6.46,16.67,51.19,63.4,78.7,746.45,433.42,7.24,2215.27,0.19,0.05,0.05,0,0.16,0.03,0.06,0.08,9.65,4.33,94,21.31,17.35,12.27,0,10.2,72.3,32.6,15.06,2.62,3491.45,0.36,11.92,1531.15,14.08,40.78,7.37,14.96
8250001.29,SHAWNESSY,SW,39.39,21.61,77.02,36.26,14.63,21.81,57.95,59.16,3.44,27.59,48.3,53.95,13.71,8.23,88.29,1.19,4,16.67,6.06,3.82,45.61,7.84,0.77,3.2,1.03,28.05,5.14,16.18,7.69,1.46,4.44,5.08,49.59,63.4,78.7,157.27,202.2,2.97,1055.94,0.31,0.04,0.05,0,0.31,0,0.01,0.01,3.77,3.89,94,9.71,16.65,18.09,0,18.67,72.3,24.9,8.55,1.52,966.08,0.28,10.64,1099.46,12.52,40.79,4.48,7.77
8250001.3,SOMERSET,SW,42.64,24.01,78.68,46.27,17,25.17,60.85,61.23,3.33,27.89,51.35,39.85,17.13,9.63,85.86,0.91,5.83,8.77,6.02,6,48.12,7.84,0.77,2.9,3.28,27.72,5.44,15.26,7.97,1.76,8.36,5.3,47.4,61,52.6,256.12,128.06,5.6,896.43,0.14,0.04,0.04,0,0.23,0,0.07,0,6,4.24,90.5,14.64,17.77,10.01,4,11.29,59.2,26,9.92,1.85,1648.79,0.32,6.24,1218.82,12.3,42.08,4.5,13.4
8250001.32,CHAPARRAL,SE,34.9,16.3,84.71,35.25,12.18,19.86,61.53,61.1,1.46,26.27,32,35.85,20.25,2.93,92.91,1.03,4.13,0,5.4,3.37,21.59,8.28,0.66,3.2,3.58,26.67,4.39,19.26,7.03,0.72,5.73,6.54,42.88,65.4,77.7,214.98,125.4,3.41,967.4,0.17,0.07,0.03,0,0.17,0,0.05,0,2.6,1.88,96.5,6.54,20.25,10.13,0,15.04,69,23.3,8.72,0.6,1110.71,0.18,4.75,639.55,10.97,48.92,3.77,10.38
8250001.33,CHAPARRAL,SE,30.56,14.54,81.55,32.7,13.74,14.04,57.58,56.99,0.98,22.63,34.3,50.05,18.75,5.21,90.05,1.05,0,0,4.72,2.2,17.74,10.18,0.55,3.6,4.15,25.86,2.96,17.44,10.95,0.49,4.17,9,50.97,65.4,77.7,197.17,361.49,2.99,854.42,0.19,0.02,0.05,0,0.18,0,0.07,0,0.66,0.33,96.5,3.37,17.41,6.58,0,11.11,69,14,8.88,0,1314.49,0.17,7.14,920.86,13.53,47.08,2.78,5.52
8250001.35,ALPINE PARK,SW,44.93,20.93,85.21,39.26,15.31,30.05,58.33,60.8,3.83,30.57,4.35,1.05,23.66,9.27,84.55,0.7,4.05,10.42,6.01,6.42,52.04,8.07,0.78,2.9,3.63,20.42,4.14,13.33,10.72,2.07,5.92,0.74,44.68,54.9,61.3,218.15,130.89,5.83,785.34,0.38,0.05,0.04,0,0.2,0,0.07,0.01,9.9,3.49,97.1,17.56,20.79,5.13,0,10.2,70.5,23.2,12.06,1.2,1636.13,0.18,3.87,73.72,12.8,41.36,5.16,7.94
8250001.37,EVERGREEN,SW,43.62,28.55,70.22,35.58,12.8,33.42,61.94,61.81,4.34,28.07,40.15,62,19.94,9.48,86.21,1.18,8.73,18.18,5.81,4.78,47.83,8.35,0.82,3,3.69,28.52,7.02,15.83,11.92,1.71,7.48,3.76,51.57,71.3,66.2,192.88,300.04,6.3,985.86,0.42,0.1,0.05,0,0.4,0.05,0.1,0.06,8.91,4.82,97.7,21.97,20.22,14.26,4.55,36.7,82.7,26.3,13.36,1.45,2336.05,0.25,4.91,1320.63,12.84,42.82,5.58,8.89
8250001.38,BRIDLEWOOD,SW,42.29,26.6,69.94,47.73,16.4,27.51,56.6,61.2,3.57,28.98,37.7,57,19.68,10.74,85.89,1.13,4.05,17.74,6.44,5.81,49.73,6.28,0.79,2.9,2.39,27.51,5.68,15.07,7.52,1.51,5.22,15.32,47.77,61,52.6,372.54,354.8,6.83,727.34,0.35,0.06,0.05,0,0.25,0.04,0.2,0.21,6.83,3.63,90.5,16.99,20.74,7.18,7.32,15.85,59.2,24.9,12.82,1.88,1791.73,0.23,6.77,1187.35,12.21,44.89,6.35,9.41
8250001.39,"13G, BRIDLEWOOD",SW,46.06,27.54,74.91,41.86,15.41,29.02,62.76,59.96,4.79,28.68,27.05,16.05,21.49,9.64,84.46,0.97,7.36,20.24,6.26,5.24,49.86,5.61,0.83,3,2.75,25.07,6.58,14.73,10.31,1.74,5.45,2.69,45.87,54.9,61.3,274.96,231.55,7.67,897.25,0.31,0.04,0.03,0,0.29,0.06,0.18,0.15,9.12,4.34,97.1,19.96,20.55,9.91,0,10.95,70.5,40.7,12.47,1.7,1751.09,0.23,2.13,170.92,10.24,41.65,6.14,13.51
8250001.4,SOMERSET,SW,52.99,46.39,70.34,44.15,18.48,38.33,65.48,66.67,8.53,30.51,63.8,58.8,12.44,25.97,68.18,1.31,14.29,28.41,6.67,6.94,54.7,9.54,0.88,3.2,1.93,27.2,15.67,14.61,20.34,3.69,18.76,11.31,55.75,59.13,65.65,829.88,230.52,15.66,2858.46,0.1,0.06,0.06,0.02,0.2,0,0.01,0.02,14.46,2.53,90.97,42.52,17.35,21.43,13.54,50,71.23,34.4,18.42,3.69,6224.07,0.48,6.78,979.04,15.45,42.09,7.92,16.07
8250001.41,SILVERADO,SW,39.84,18.36,84.27,41.15,16.28,24.22,57.46,59.5,2.11,30.03,38.53,20.35,22.53,8.52,87.5,0.82,2.61,0,5.63,6.13,45.31,8.28,0.76,3.6,2.3,25.33,4.21,13.02,9.5,2.93,3.93,24.77,45.25,57.95,56.95,256.41,109.89,4.08,549.45,0.17,0,0.03,0,0.14,0,0.12,0.01,4.43,3.48,93.8,9.88,19.29,6.41,0,10.34,64.85,22.6,6.62,1,1062.27,0.15,3.43,355.44,12.15,41.12,3.92,6.94
8250001.42,"PINE CREEK, SILVERADO",SW,41.52,21.05,82.57,42.1,16.47,25.53,60.01,60.18,4.19,29.93,19.85,11.95,23.65,9.27,86.68,0.64,3.25,9.43,4.8,4.83,47.8,7.79,0.77,2.9,1.37,24.61,4.83,11.82,15.42,2.31,2.69,4.6,41.82,57,52.6,317.32,187.51,5.19,1687.58,0.24,0.07,0.02,0,0.19,0.03,0.13,0.07,5.84,3.97,89.45,11.47,20.04,5.77,7.23,13.25,70.7,25.2,8.93,1.29,2062.6,0.11,3.31,312.05,11.6,41.11,4.37,8.33
8250001.43,EVERGREEN,SW,39.04,22.46,78.56,29.74,12.07,24.36,54.3,61.66,3.43,27.59,31.8,29.75,22.94,10.66,86.21,0.46,5.38,20,5.45,1.81,49.3,6.1,0.65,3.5,2.89,27.47,4.57,12.74,8.56,2.58,3.24,17.37,48.49,71.3,66.2,218.43,158.86,4.28,575.85,0.31,0.04,0.05,0,0.19,0,0.17,0.02,7.27,2.48,97.7,8.74,20.62,6.36,0,0,82.7,22.7,7.45,1.39,893.57,0.19,3.69,1676.76,11.8,42.35,5.12,10.76
8250001.44,EVERGREEN,SW,36.94,17.52,70.72,30.5,11.44,25.44,54.72,56.5,2.59,27.1,37.3,34.55,22.33,7.69,89.56,0.55,3.47,0,5.88,3.88,52.43,8.02,0.71,3.2,0.75,28.1,4.13,12.23,3.93,3.57,3.83,23.63,38.67,71.3,66.2,375.66,75.13,4.48,488.35,0.24,0.07,0.06,0,0.31,0.06,0.28,0.17,5.04,5.82,97.7,8.75,22.2,7.13,0,0,82.7,18.7,7.84,1.02,1164.54,0.24,3.75,1666.96,12.38,42.75,4.65,16.67
8250001.45,"CHAPARRAL, FISH CREEK PARK",SE,37.34,20.34,87.21,32.36,16.24,23.39,54.32,63.24,2.04,28.08,30.65,24.15,23.62,6.59,88.76,1.11,4.62,11.9,5.26,3.43,25.26,8.91,0.68,3.3,2.82,23.03,5.01,19.17,10.25,0.77,3.67,25.15,40.88,77.7,75.9,230.95,487.55,5.12,1052.09,0.15,0.02,0.02,0,0.14,0.02,0,0,2.3,2.31,96,15.92,22.56,9.88,0,20.45,60.3,18.6,9.87,1.95,1667.95,0.12,4.79,314.92,10.77,45.64,3.43,19.05
8250001.46,WALDEN,SE,37.87,26.62,80,28.96,16.13,28.03,61.59,58.15,2.7,27.37,34.6,50.65,23.13,6.09,88.92,1.2,2.72,38.46,5.42,3.58,47.78,14.82,0.75,3.3,1.41,28.58,6.04,13.97,14.85,1.46,8.36,12.56,43.37,77.7,75.9,250.05,291.73,7.67,1125.23,0.22,0.16,0.04,0,0.16,0.08,0,0,5.72,3.65,96,20.36,22.27,5.94,8.2,35.48,60.3,18.2,10.18,1.32,2271.31,0.17,2.4,1808.93,10.41,47.39,4.81,11.65
8250001.47,"WALDEN, WOLF WILLOW",SE,39.19,21.68,85.68,21.06,19.01,27.74,58.39,58.08,2.94,27.08,27.05,13.95,21.09,5.24,87.06,1.12,3.56,24.14,3.38,3.93,43.65,12.31,0.8,2.9,2.34,25.07,5.01,9.03,33.63,1.77,3.58,14.15,42.37,77.7,75.9,412.86,117.96,4.08,1386.02,0.31,0.01,0.02,0,0.24,0,0,0,12.1,2.65,96,11.92,23.36,5.31,0,19.35,60.3,17.7,8.78,1.39,2831.02,0.11,5.81,525.24,10.59,47.44,4.29,14.86
8250001.48,LEGACY,SE,38,22.03,87.03,20.74,16.74,27.98,52.76,62.13,2.56,29.84,20.1,11.8,22.19,5.35,90.88,0.6,4.12,13.91,3.52,5.29,39.36,8.49,0.77,3.2,3.2,24.35,6.52,10.9,21.06,1.69,5.6,20.12,43.16,77.7,75.9,300.94,338.56,5.48,1203.76,0.27,0.02,0.02,0,0.1,0.02,0.06,0.08,7.69,4.14,96,24.92,21.09,6.27,0,20.65,60.3,25,10.82,1.41,2031.35,0.12,13.04,578.81,8.93,48.51,4.81,11.05
8250001.49,"EVERGREEN, FISH CREEK PARK",SW,34.26,19.31,86.38,36.42,12.76,23.36,30.81,60.78,2.58,26.66,29.75,15.6,12.33,4.26,87.23,0.76,3.04,0,4.91,3,36.27,5.31,0.69,4.1,2.35,22.45,6.17,15.42,7.2,1.63,2.26,51.95,48.67,48.5,70.2,92.96,92.96,6.46,859.87,0.12,0.01,0.04,0,0.23,0.02,0,0,2.82,4.07,100,8.87,19.95,28.72,2.1,16.39,75.8,16.3,4.74,0.42,929.58,0.17,36.54,686.25,11.54,42.94,3.89,3.67
8250001.5,"FISH CREEK PARK, SHAWNEE SLOPES",SW,38.54,23.73,81.82,34.59,15.02,27.16,45.23,67.73,2.48,25.26,49,27.35,10.42,14.04,80.7,0.68,7.24,0,3.74,3.67,43.31,5.72,0.67,4.1,2.43,25.17,7.44,16.21,13.33,2.23,3.88,28.09,50.23,48.5,70.2,277.91,463.18,8.05,2037.98,0.09,0.01,0.06,0,0.11,0,0,0,5.37,2.73,100,11.8,20.68,30.32,0,18.02,75.8,26.2,5.38,1.7,1713.76,0.27,21.72,886.43,12.39,42.2,4.85,12.12
8250002.02,"09P, 09Q",SE,61.2,38.68,83.16,62.98,27.03,40.17,64.31,63.47,8.7,24.58,13.05,8.65,20.36,7.61,88.93,2.54,9.19,17.91,8.51,21.43,37.1,9.59,0.87,3.1,5.2,23.01,10.61,17.45,8.12,3.04,11.54,2.21,47.35,59.9,60.7,1407.87,1131.82,8.25,7688.06,0.25,0.05,0.01,0,0.25,0.02,0.07,0,8.32,7.7,77.5,27.29,23.44,9.52,6.57,17.65,60.9,60.5,19.39,4.45,11966.87,0.28,2.18,226.18,16.14,29.97,8.29,21.76
8250002.04,SOUTH FOOTHILLS,SE,62.57,48.75,90.46,47.51,72.54,31.61,65.49,61.67,35.26,24.51,21.55,16.9,7.33,7.89,86.84,2.53,14.29,0,6.39,22.95,17.86,12.97,1.04,4.4,12.5,23.57,15.13,16.86,7.14,0,9.18,5.79,45.45,68.43,70.62,8079.47,10596.03,8.93,126622.52,0.01,0.01,0.01,0,0.01,0,0,0,1.79,0,86.98,16.98,20.54,19.33,0,33.33,61.65,61.7,14.71,5.05,88609.27,0.2,1.14,33.08,15,42.63,10.53,27.78
8250002.06,DOUGLASDALE/GLEN,SE,32.02,16.22,83.29,41.85,10.12,16.94,47.68,59.92,1.04,22.94,36.75,24.7,13.32,2.19,91.23,0.72,2.21,0,5.11,3.62,21.63,13.13,0.67,3.4,1.57,23.54,3,17.15,7.92,0.78,3.1,31.44,46.7,62.8,66.6,78.33,182.77,3.01,1070.5,0.12,0.01,0.05,0,0.21,0,0.08,0.05,0.79,1.7,86.5,3.51,19.92,23.63,0,11.11,71.9,19,5.2,0.94,1305.48,0.19,13.8,973.28,11.68,52.91,2.99,13.58
8250002.07,RIVERBEND,SE,37.56,22.86,80.74,45.87,12.42,21.34,50.41,62.41,1.11,21.07,40.25,42.6,12.82,4.08,90.67,1.46,3.28,16.13,6.49,6.81,20.88,15.79,0.79,3.2,4.63,22.94,4.06,18.29,5.09,1.07,5.49,8.86,46.69,77.5,66.5,149.57,213.68,2.98,1346.15,0.16,0.01,0.03,0,0.27,0,0.05,0,1.54,2.14,82.1,8.65,21.3,18.91,2.59,11.46,68.9,27.8,8.08,1.81,1923.08,0.23,15.89,1398.91,14.49,48.04,3.39,15.15
8250002.08,RIVERBEND,SE,38.75,22.71,76.07,45.11,13.33,24.07,57.7,61.77,2.35,20.95,45.75,56.4,14.73,6.3,84.66,1.57,6.14,11.76,6.52,7.99,29.57,6.95,0.79,3,3.8,27.22,4.49,16.66,6.85,1.38,5.97,4.84,46.39,77.5,66.5,437.08,161.03,5.99,2047.39,0.2,0.03,0.03,0.01,0.29,0,0.07,0,3.34,4.6,82.1,11.71,19.33,12.08,5.05,20.41,68.9,19,9.89,1.96,2438.46,0.28,7.62,1352.97,9.21,47.92,4.12,10.2
8250002.09,MCKENZIE LAKE,SE,35.67,18.94,82.82,44.76,13.34,20.55,51.38,59.76,2.23,24.52,36.05,36.15,17.38,4.04,93.6,0.84,4.22,0,5.48,4.74,22.5,12.05,0.78,3.5,5.48,24.12,5.38,19.42,9.64,0.83,4.99,15.2,41.72,62.8,66.6,193.05,358.52,5.35,1571.98,0.13,0.02,0.06,0,0.19,0,0.06,0.08,2.88,1.79,86.5,11.07,19.2,10.34,0,10.61,71.9,16.7,11.47,1.05,2206.29,0.17,10.81,1421.41,12.36,46.66,4.1,10.87
8250002.1,MCKENZIE LAKE,SE,38.35,25.36,82.16,33.26,10.55,22.48,56.11,60.94,3.98,25.05,38.3,36.85,21.22,1.46,94.16,1.41,2.64,17.14,5.56,6.59,17.24,8.55,0.69,4.5,5.36,25.36,9.38,20.07,9.63,1.13,8.56,9.34,45.99,73.5,81.7,450.11,275.07,7.27,1350.34,0.18,0.01,0.05,0,0.23,0,0.11,0.01,2.93,3.13,97.4,13.11,18.9,11.11,0,9.09,87.1,42.6,12.34,3.19,2575.64,0.2,11.99,982.93,11.27,46.94,4.66,11.22
8250002.11,"FISH CREEK PARK, MCKENZIE LAKE",SE,26.86,12.74,81.41,25.18,9.24,14.8,42.73,59.59,0.67,22.7,35.95,26.65,14.44,3.03,89.77,0.65,1.64,0,3.98,2.33,17.25,10.66,0.6,3.7,1.69,22.31,3.05,17.18,7.93,0.53,4.89,48.35,47.62,73.5,81.7,185.43,79.47,1.17,370.86,0.13,0.01,0.05,0,0.18,0.02,0.09,0.09,2.33,0.53,97.4,3.15,20.36,17.75,0,8.15,87.1,14.9,5.49,0,1165.56,0.23,12.13,1222.56,10.16,46.92,2.31,4.69
8250002.12,MCKENZIE LAKE,SE,35.63,21.15,80.62,28.44,9.89,18.52,52.71,62.34,1.83,22.78,37.8,35.6,16.93,3.31,93.39,1.11,3.48,23.08,4.82,6.94,24.33,10.96,0.66,3.3,4.55,25.16,3.7,17.11,9.43,0.79,5.39,12.13,44.55,73.5,81.7,264.55,158.73,3.48,687.83,0.2,0.06,0.07,0,0.24,0.04,0.02,0.03,1.6,2.91,97.4,10.08,15.78,8.73,0,9.52,87.1,32.7,9.65,2.67,1534.39,0.22,11.98,1383.66,14.8,46.68,2.94,11.54
8250002.14,DOUGLASDALE/GLEN,SE,33.88,18.8,79.85,39.93,14.24,21.66,52.04,63.39,1.77,21.33,42.95,47.55,14.73,6.56,88.52,1.09,1.66,10.84,5.01,6.53,28.7,11.23,0.76,3.3,1.35,24.68,3.45,15.96,11.99,1.15,6.91,17.13,42.47,77.5,66.5,229.84,208.94,3.42,1337.23,0.09,0.03,0.06,0,0.29,0,0,0,3.83,3.66,82.1,22.31,21.04,11.7,0,21.26,68.9,14.4,6.67,1.27,1776.01,0.27,7.3,1840.48,7.94,46.15,6.21,9.91
